NSR_organism	NSR_ID	BOLD_organism	BOLD_ID
Gyrophaena angustata	14898386FC6	Gyrophaena angustata	FBCOA407-10
Gyrohypnus liebei	1470D766B47	Gyrohypnus liebei	FBCOG654-12
Eusphalerum abdominale	14F516922B5	Eusphalerum abdominale	FBCOA242-10
Diglotta mersa	151FF7C5F38	Diglotta mersa	GBCL15968-13
Diglotta submarina	1556B12E32D	Diglotta submarina	GBCOU8477-14
Bledius spectabilis	14E77B305BC	Bledius spectabilis	COLFF118-13
Bledius dama	15807C31453	Bledius dama	COLFG699-14
Atheta vilis	15ABCD0341C	Atheta vilis	COLFE1311-13
Atheta melanaria	15F3ED82F40	Atheta melanaria	COLFH1719-16
Atheta luteipes	149858212A4	Atheta luteipes	FBCOA585-10
Atheta corvina	162E995AA00	Atheta corvina	COLFC208-12
Atheta picipennis	1587EF3AEA8	Atheta picipennis	LFCAB436-17
Astenus longelytratus	148D251CD6F	Astenus longelytratus	GBMUS923-17
Aleochara albovillosa	1457B327360	Aleochara albovillosa	FBCOD881-11
Anaspis humeralis	1579CE8D9EE	Anaspis humeralis	DTNHM4226-22
Trypophloeus asperatus	159D68BA3C7	Trypophloeus asperatus	COLFG336-14
Hylesinus fraxini	14C5DDD8CC0	Hylesinus fraxini	COLFH765-15
Hylesinus oleiperda	15BDAD3618B	Hylesinus oleiperda	GBCOU730-13
Cryphalus abietis	14FE63F629F	Cryphalus abietis	BFWCO085-24
Serica brunnea	157A99DF18F	Serica brunnea	COLFH2149-16
Protaetia cuprea	14BBE4B8AA1	Protaetia cuprea	COLFG642-14
Aphodius pedellus	16078E942F8	Aphodius pedellus	BBCCN927-10
Rhynchites caeruleus	1484199C3C5	Rhynchites caeruleus	FBCOB593-10
Deporaus tristis	14F24E34353	Deporaus tristis	FBCOB727-10
Caenorhinus interpunctatus	149C7082AB7	Caenorhinus interpunctatus	GCOL9424-16
Caenorhinus aeneovirens	14C17189EE5	Caenorhinus aeneovirens	FBCOB266-10
Ptinus latro	160C6504E10	Ptinus latro	INRMA2459-15
Ptenidium formicetorum	154D82279ED	Ptenidium formicetorum	COLFG133-13
Brachygluta simplex	14A96B8B6EB	Brachygluta simplex	GBCL63794-19
Chrysanthia nigricornis	15C8D4B8819	Chrysanthia nigricornis	GBCOU1309-13
Anogcodes ustulatus	14474034C3C	Anogcodes ustulatus	FBCOB502-10
Epuraea unicolor	152A12F658F	Epuraea unicolor	ASCMT270-11
Epuraea abietina	14DD859C8EC	Epuraea abietina	NOCLP3163-22
Mordellistena micantoides	1536D14830A	Mordellistena micantoides	FBCOK064-13
Phloiotrya vaudoueri	14A89A3EE25	Phloiotrya vaudoueri	FBCON515-13
Leiodes politus	1544A7598C5	Leiodes politus	GBCL40962-19
Leiodes calcarata	14957897462	Leiodes calcarata	DTNHM6992-23
Leiodes obesa	15D8140C839	Leiodes obesa	COLFB049-12
Leiodes ferruginea	160E53801D3	Leiodes ferruginea	COLFE1393-13
Leiodes badia	158C896EE31	Leiodes badia	FBCOP250-13
Melanophthalma curticollis	147C7A8C004	Melanophthalma curticollis	FBCOA091-10
Latridius pseudominutus	14DCAFDEDD0	Latridius pseudominutus	CANOP183-21
Latridius anthracinus	1629F858765	Latridius anthracinus	FBCOF926-12
Megasternum obscurum	144FF0E58A0	Megasternum obscurum	FBCOA063-10
Laccobius atrocephalus	15D76A7D1B3	Laccobius atrocephalus	UKAN839-22
Helophorus aquaticus	1455824CEAD	Helophorus aquaticus	FBCOG794-12
Helophorus aquaticus	150FC3898DE	Helophorus aquaticus	FBCOG794-12
Cymbiodyta marginella	15EC876D7B8	Cymbiodyta marginella	COLFD650-12
Hydrochus carinatus	1520075B419	Hydrochus carinatus	GBART13148-23
Ochthebius gibbosus	143E1464D07	Ochthebius gibbosus	GBART8937-23
Ochthebius exsculptus	148D1F4880C	Ochthebius exsculptus	FBAQU453-10
Ochthebius exaratus	147D19A861A	Ochthebius exaratus	GBCL37278-19
Hydraena minutissima	15D42C90D5D	Hydraena minutissima	FBAQU139-09
Abraeus globosus	15A015C77C6	Abraeus globosus	GBART30799-23
Augyles maritimus	14A2BE2331C	Augyles maritimus	GBART37621-23
Augyles intermedius	14DF43F347D	Augyles intermedius	COLFF049-13
Augyles hispidulus	14E7EF6EF93	Augyles hispidulus	COLFA083-10
Haliplus wehnckei	15C154AAFB2	Haliplus wehnckei	TRDCO003-14
Haliplus lineolatus	15C25657CB7	Haliplus lineolatus	COLFF094-13
Gyrinus opacus	158F534EE19	Gyrinus opacus	CNCCE2454-12
Trypocopris vernalis	147A7865454	Trypocopris vernalis	FBCOB573-10
Anoplotrupes stercorosus	14531CD2F77	Anoplotrupes stercorosus	COLFC756-12
Zorochros minimus	160F60B3878	Zorochros minimus	COLFA025-10
Mosotalesus nigricornis	154984A8275	Mosotalesus nigricornis	FBCOC423-10
Mosotalesus impressus	154961E9137	Mosotalesus impressus	GCOL3976-16
Melanotus rufipes	156DAEEB0BA	Melanotus rufipes	FBCOA345-10
Agrypnus murina	154739F4655	Aspidosiphon albus	GBAN10149-19
Hydroporus dorsalis	156F23633F0	Hydroporus dorsalis	COLFH1552-16
Nartus grapii	1486BB7E407	Nartus grapii	COLFC533-12
Hydroglyphus pusillus	149B83B1AA3	Hydroglyphus pusillus	FBAQU013-09
Dasytes cyaneus	1551FD47875	Dasytes cyaneus	COLFA596-12
Sitona ononidis	15F1BEB92C5	Sitona ononidis	NOCLP2822-21
Sirocalodes nigrinus	159397470BD	Sirocalodes nigrinus	FBCOB101-10
Orchestes alni	15F719BA507	Orchestes alni	FBCOK091-13
Rhynchaenus pilosus	15DE290DD2C	Rhynchaenus pilosus	FBCOA025-10
Procas armillatus	1592A59631D	Procas armillatus	GBMNE47780-22
Otiorhynchus ligneus	14BDAD37569	Otiorhynchus ligneus	GBART37640-23
Otiorhynchus salicicola	14E1E223F4A	Otiorhynchus salicicola	COLAB176-16
Microplontus rugulosus	1529C651B57	Microplontus rugulosus	COLFH699-15
Magdalis armigera	14A06ECF718	Magdalis armigera	EURAP105-21
Asproparthenis punctiventris	15863BFB5D6	Asproparthenis punctiventris	GBCAB42974-24
Lixus angustatus	1487664F6C2	Lixus angustatus	FBCOI813-12
Limnobaris t-album	156AF7A2C74	Anopheles fluviatilis	GBANO360-12
Limnobaris pilistriata	14C0311A071	Limnobaris pilistriata	COLFB570-12
Hypera fuscocinerea	14F781481EE	Hypera fuscocinerea	GBCL50064-19
Hydronomus alismatis	160BD69CC5E	Hydronomus alismatis	UKAN900-22
Baris picicornis	159C4B3D564	Baris picicornis	GBCOD145-13
Baris morio	14A61423080	Baris morio	FBCOK759-13
Baris lepidii	1464674FCD0	Baris lepidii	FBCOJ170-12
Baris cuprirostris	15372C0CB02	Baris cuprirostris	FBCOK702-13
Bagous angustus	160967FB9CE	Bagous angustus	GCOL10892-16
Micrambe vini	154A8628FAE	Micrambe vini	GBART38760-23
Cryptophagus thomsoni	14CF98F9AFB	Cryptophagus thomsoni	GBCOU10090-17
Cryptophagus pilosus	15826680C13	Cryptophagus pilosus	CANOP134-21
Cryptophagus pallidus	15F085A3EDF	Cryptophagus pallidus	CANOP193-21
Cryptophagus pubescens	1466B5E9950	Cryptophagus pubescens	FBCOB811-10
Atomaria nitidula	14E324A7BF8	Atomaria nitidula	COLFE1156-13
Antherophagus pallens	1541F9BD0D5	Antherophagus pallens	DTNHM7033-23
Antherophagus nigricornis	153A44D9760	Antherophagus nigricornis	COLFD830-12
Orthoperus punctulatus	145C0B6925C	Orthoperus punctulatus	FBCON748-13
Stethorus pusillus	16102C3527F	Stethorus pusillus	DTNHM4634-22
Scymnus mimulus	161B61DE53D	Scymnus mimulus	FBCOB784-10
Sulcacis affinis	145C9FD2A31	Sulcacis affinis	FBCOA558-10
Cis setiger	1549C648030	Cis setiger	GBCL4141-09
Cis nitidus	1504A452D95	Cis nitidus	COLFB444-12
Cis micans	14C5D012999	Cis micans	COLFF097-13
Cis hispidus	160C90401F0	Cis hispidus	FBCOA559-10
Psylliodes chrysocephalus	15E4703F4C4	Psylliodes chrysocephalus	DTNHM4448-22
Psylliodes chalcomerus	14CBFF1E754	Psylliodes chalcomerus	FBCOA942-10
Plateumaris braccata	15866F80E18	Plateumaris braccata	COLFF666-13
Phyllotreta aerea	15F5E600A77	Phyllotreta aerea	FBCOF150-12
Oulema gallaeciana	1522291C331	Oulema gallaeciana	FBCOA083-10
Neogalerucella tenella	15B29A8D534	Neogalerucella tenella	FBCOC912-10
Neogalerucella pusilla	1615CAEE122	Neogalerucella pusilla	COLFD766-12
Galerucella aquatica	158B0B9A762	Galerucella aquatica	COLFF294-13
Neogalerucella lineola	144C1151CE6	Neogalerucella lineola	FBCOD532-11
Neogalerucella calmariensis	15A76D22C9A	Neogalerucella calmariensis	ANBIO424-22
Altica quercetorum	1524F72C539	Altica quercetorum	FBCOI764-12
Altica oleracea	16152F9A614	Altica oleracea	EURAP285-23
Altica pusilla	15C40B84402	Altica pusilla	MEDLB399-12
Ptomaphagus sericatus	14EBA2C39F1	Ptomaphagus sericatus	CHOLH067-12
Fissocatops westi	14F20B908B0	Fissocatops westi	CHOLE025-10
Apocatops nigrita	154517ADBE4	Apocatops nigrita	CHOLE024-10
Stromatium fulvum	155FE153338	Stromatium fulvum	BBIOP1754-24
Stenocorus quercus	15F4C5090CC	Stenocorus quercus	GCOL517-16
Phytoecia coerulescens	14407893DC7	Phytoecia coerulescens	AACTA1846-20
Phymatodes alni	147ACA302E6	Phymatodes alni	BFWCO077-24
Molorchus umbellatarum	150B2C8F21A	Molorchus umbellatarum	BFWCO046-24
Dicheirotrichus placidus	14BAEF22AE7	Dicheirotrichus placidus	COLFA021-10
Dicheirotrichus cognatus	14FCF53AA61	Dicheirotrichus cognatus	CNCCB924-11
Pterostichus nigrita	15E92A5853C	Pterostichus nigrita	COLFE1435-13
Pedius longicollis	15651068746	Pedius longicollis	GBCL31491-19
Platyderus ruficollis	1538747AF84	Platyderus ruficollis	GBCL31453-19
Philorhizus notatus	15BA0C5CB3D	Philorhizus notatus	COLFB167-12
Tachys micros	147D0BF696B	Tachys micros	FBCOD061-11
Tachys bistriatus	15F525A4B52	Tachys bistriatus	CANOP1298-21
Ophonus nitidulus	15A6E4F9074	Ophonus nitidulus	GCOL1367-16
Harpalus cordatus	14F43E7E497	Harpalus cordatus	BETN1005-18
Carabus lateralis	14EAC93007E	Carabus lineatus lateralis	GBCL26220-19
Trechus secalis	1480DF5E75C	Trechus secalis	COLFE502-13
Tachyura quadrisignata	143A83601C3	Tachyura quadrisignata	EUCAR880-11
Dyschirius arenosus	152E139218B	Dyschirius arenosus	EUCAR868-11
Bembidion laterale	14563573DBB	Bembidion laterale	GBART16312-23
Chlaenius nitidulus	154AA307817	Chlaenius nitidulus	FBCOC145-10
Carabus purpurascens	14F2407BC14	Carabus violaceus purpurascens	COLFC552-12
Carabus catenulatus	15AA5DC6A02	Carabus catenulatus	GBCL24386-15
Carabus clathratus	159FC3AA797	Carabus clathratus	BSNTN1876-24
Carabus arvensis	152337E1EC9	Carabus arvensis	BGENL292-23
Calosoma maderae	14D54244EAF	Calosoma maderae	GBMIN48006-17
Dromius spilotus	1616DFD9D75	Dromius spilotus	UKAN3686-24
Calathus piceus	149AF41F67B	Calathus piceus	GBCL31330-19
Calathus mollis	15D573A2126	Calathus mollis	FBCOH079-12
Bembidion genei	151EA2EC7B5	Bembidion genei	DTNHM6056-23
Bembidion ustulatum	145F02F675D	Bembidion ustulatum	LYMAA2649-14
Sinechostictus stomoides	160A0B2DB6A	Sinechostictus stomoides	ABBAT122-13
Sinechostictus elongatus	15483ABBA3B	Sinechostictus elongatus	EUCAR072-10
Agonum afrum	1594954B70B	Agonum afrum	GCOL1132-16
Rhagonycha limbata	1577AFA5AF3	Rhagonycha limbata	FBCOA339-10
Malthinus punctatus	1524B70A319	Malthinus punctatus	FBCOC384-10
Cantharis thoracica	1527C64FDBC	Cantharis thoracica	FBCOC531-10
Cantharis fulvicollis	14F05DECEDD	Cantharis fulvicollis	FBCOJ169-12
Ancistronycha cyanipennis	1512ED21D43	Ancistronycha cyanipennis	FBCOG1210-12
Cytilus auricomus	15FD63D5F83	Cytilus auricomus	COLFA317-12
Bruchidius unicolor	142BB5F9955	Bruchidius unicolor	GBCL1551-06
Stricticomus tobias	1599C4D6470	Aleiodes quadrum	ASQBR939-18
Hirticomus hispidus	1490FE6AACA	Hirticomus hispidus	GMLED2324-23
Cordicomus instabilis	1464438EDC9	Cordicomus instabilis	GBMUS637-17
Anobium nitidum	15ACEB03C8F	Anobium nitidum	FBCOC642-10
Cteniopus flavus	1457E36BFCF	Cteniopus flavus	FBCOC170-10
Rana catesbeiana	14CD942DCEA	Rana catesbeiana	AMPAS131-05
Cloeon praetextum	1434ABFAC96	Cloeon praetextum	EPHFI089-11
Cloeon inscriptum	160263F85D9	Cloeon inscriptum	ARTNO043-17
Tipula nodicornis	14942381787	Tipula nodicornis	FINTI508-12
Tanyptera atrata	14FCBC0C8C7	Tanyptera atrata	AMTPD1199-15
Nephrotoma scalaris	159B85F5578	Nephrotoma scalaris	AMTPD1288-15
Nephrotoma quadrifaria	1526AABEDB7	Nephrotoma quadrifaria	GBMTM2166-15
Nephrotoma quadrifaria	154921D398F	Nephrotoma quadrifaria	GBMTM2166-15
Nephrotoma cornicina	15F5B15D539	Nephrotoma cornicina	AGAKJ003-17
Nephrotoma appendiculata	147C2508F9C	Nephrotoma appendiculata	FINTI622-12
Nephrotoma appendiculata	1553D10896E	Nephrotoma appendiculata	FINTI622-12
Thereva bipunctata	155801EC3BD	Thereva bipunctata	DTNHM5870-23
Siphona urbana	156F8BDB6DD	Siphona urbana	NOTAH107-15
Peribaea fissicornis	15247D1180F	Peribaea fissicornis	BCHYM7331-15
Eurithia vivida	14291D5B648	Eurithia vivida	BRRIK114-18
Drino inconspicua	15FAF8C72E4	Drino inconspicua	NOBRA374-15
Xanthogramma festivum	159A9770F23	Xanthogramma festivum	FBSYR481-11
Rhingia austriaca	153249C9E08	Rhingia austriaca	CNCDB1430-11
Pipiza fenestrata	14B7388B559	Pipiza fenestrata	NORSY572-15
Pipiza bimaculata	154AB6E4B1A	Pipiza bimaculata	CNCDB1367-11
Ferdinandea nigrifrons	142E7C51DC8	Ferdinandea nigrifrons	SYROC245-15
Eristalis pratorum	1533F6FF119	Eristalis pratorum	CNCDB754-11
Eristalis interrupta	144AF00D621	Eristalis interrupta	AMCAF390-19
Eristalis lineata	146E08C3637	Eristalis lineata	NORSY317-12
Epistrophe similis	14788316158	Epistrophe similis	CNCDB2429-11
Chrysotoxum fasciatum	159D52EC44B	Chrysotoxum fasciatum	DOCA032-20
Cheilosia nasutula	14C356909DD	Cheilosia nasutula	CNCDB366-11
Cheilosia ruficollis	15CDC3C3B1B	Cheilosia ruficollis	CNCDB358-11
Cheilosia praecox	14AF7CCDD24	Cheilosia praecox	CNCDB387-11
Cheilosia latifacies	1582A818744	Cheilosia latifacies	CNCDB428-11
Cheilosia honesta	145AC3009A4	Cheilosia honesta	CNCDB350-11
Chalcosyrphus femoratus	14733758048	Chalcosyrphus femoratus	FBSYR071-10
Arctophila fulva	1431F37C1E5	Arctophila fulva	BBYUK2952-19
Trichosia caudata	148BA91077A	Trichosia caudata	LEFIJ16539-21
Sciara marginata	15E83D5FCF4	Mobula munkiana	ANGBF10977-15
Sciara armata	15AF5056D1B	Mobula munkiana	ANGBF10977-15
Sciara thomae	14E4AF07245	Mobula munkiana	ANGBF10977-15
Bradysia fenestrata	151C92E5DA2	Bradysia fenestrata	DINOR250-18
Bradysia procera	142E9F9F86E	Bradysia procera	BRBC004-14
Scathophaga spurca	15E49158A13	Scathophaga spurca	ASDIP236-15
Scathophaga merdaria	15FD73FC8AA	Scathophaga merdaria	LYMAA944-14
Sarcophaga vicina	15DF8CD7CBF	Sarcophaga vicina	AMTPF3848-16
Sarcophaga cruentata	15B501DB917	Sarcophaga cruentata	GBDP23966-19
Eudorylas ruralis	15A48CBEF96	Eudorylas ruralis	CNCDS224-13
Megaselia impolluta	1,60E+09	Megaselia impolluta	GBDP23981-19
Megaselia funesta	1474A1794E4	Megaselia funesta	GBDP23149-19
Megaselia subnitida	15C0F70F10B	Megaselia subnitida	GBDP23849-19
Diplonevra florea	141DBC04AC9	Diplonevra florea	AMTPF1807-16
Mycetophila lunata	145ACAB289E	Mycetophila lunata	GBDP15916-15
Mydaea detrita	15960CFF021	Mydaea detrita	BBDEC083-09
Muscina assimilis	143C515FB7A	Muscina assimilis	GBDP7635-09
Hydrotaea leucostoma	15181B7ADB7	Hydrotaea leucostoma	GBDP23010-19
Hydrotaea bimaculata	157E6A44DD9	Hydrotaea bimaculata	LYMAD509-19
Helina duplicata	14C51862930	Helina duplicata	LYMAB1698-15
Graphomya minor	14D1E9B028A	Graphomya minor	BCBEE435-22
Coenosia murina	146B2EAD33C	Aspidosiphon albus	GBAN10149-19
Molophilus propinquus	14962C5CD94	Molophilus propinquus	FINTI126-11
Eloeophila verralli	14BE4622299	Eloeophila verralli	FINTI425-12
Eloeophila trimaculata	1578B3A2D9D	Eloeophila trimaculata	FINTI100-11
Eloeophila submarmorata	147ACB2ABF3	Eloeophila submarmorata	FINTI747-12
Eloeophila maculata	1443D4B74C5	Eloeophila maculata	ARTNO078-17
Dicranomyia lutea	1455587CE55	Dicranomyia lutea	DINOR394-18
Sapromyza quadripunctata	14DFDFC93EE	Sapromyza quadripunctata	ANBIO402-21
Sapromyza hyalinata	15B5CA37989	Sapromyza hyalinata	FIDIP1398-12
Minettia rivosa	1479D472239	Minettia rivosa	TDAOE2097-23
Urytalpa dorsalis	159683E5E9A	Urytalpa dorsalis	NMS218-23
Platypalpus brevicornis	147CFE5B633	Platypalpus brevicornis	CNNHA701-14
Bicellaria spuria	15148798723	Bicellaria spuria	FIDIP984-12
Piezura pardalina	1535142F4AF	Piezura pardalina	AMTPF2495-16
Fannia mutica	15496570BB0	Fannia mutica	AMTPF2408-16
Psilopa nigritella	15A8F27CD6E	Psilopa nigritella	FBEPH186-11
Psilopa nana	15A5C977014	Psilopa nana	FBEPH190-11
Psilopa leucostoma	14850FB14E7	Psilopa leucostoma	CNWLQ228-13
Dichaeta caudata	1460C2B0503	Dichaeta caudata	BBDCN601-10
Rhamphomyia dispar	14C48D62711	Rhamphomyia dispar	BARSL106-16
Rhamphomyia subcinerascens	1592007EE10	Rhamphomyia subcinerascens	UKAN1140-23
Dryomyza flaveola	1509CEA1DF7	Dryomyza flaveola	GMFPA025-18
Stegana curvinervis	14EEA147C27	Stegana curvinervis	GBMIN17786-13
Drosophila silvestris	150F84046F4	Drosophila silvestris	GBDP0418-06
Thinophilus versutus	1434F198257	Thinophilus versutus	BGENL646-23
Syntormon pumilus	14174971E4E	Syntormon pumilus	FIDIP1128-12
Syntormon denticulatus	15297360A34	Syntormon denticulatus	DTNHM10001-23
Sympycnus desoutteri	1442C0C2249	Sympycnus desoutteri	GBART51071-23
Nodicornis nodicornis	15CD3B1D8E7	Acanthothrips nodicornis	BARSM930-17
Rhaphium discolor	15A3D33BD26	Rhaphium discolor	ABOTH5503-22
Hercostomus praeceps	1577CCDC921	Hercostomus praeceps	GBDP10566-12
Hercostomus metallicus	14532DEBC58	Hercostomus metallicus	UKAN1170-23
Hercostomus cupreus	14EC7F9215E	Hercostomus cupreus	UKAN1172-23
Hercostomus chalybeus	15B458EEFFE	Hercostomus chalybeus	DTNHM7367-23
Hercostomus celer	15BF38EFE6D	Hercostomus celer	UKAN1169-23
Hercostomus aerosus	158636A98B6	Hercostomus aerosus	UKAN1171-23
Dolichopus discifer	155D5CBDEBD	Dolichopus discifer	CNBRO039-14
Zodion notatum	15EDAFB1C48	Zodion notatum	CONW190-10
Paracladopelma nigritula	151BD6758DA	Paracladopelma nigritula	ICEFI037-17
Paracladopelma laminata	148D93C1022	Paracladopelma laminata	ICEFI036-17
Epoicocladius flavens	14DF8072BF5	Epoicocladius flavens	EINVA356-19
Synendotendipes lepidus	14B35D8FF32	Synendotendipes lepidus	BSCHI311-17
Dicrotendipes modestus	14984711089	Dicrotendipes modestus	ABOTH5421-22
Chironomus thummi	15A6928386E	Chironomus thummi	GBDP3539-07
Brillia flavifrons	158B791FB0E	Brillia flavifrons	CHURC485-08
Bezzia solstitialis	1411FF20E94	Bezzia solstitialis	FICER061-12
Ozirhincus tanaceti	1520DE30D41	Ozirhincus tanaceti	GMGMB093-14
Massalongia ruber	155A0A82074	Danionella dracula	GBGC9146-09
Feltiella tetranychi	154AAA2972B	Feltiella tetranychi	GBMNB16799-20
Claspettomyia hamata	1,42E+39	Claspettomyia hamata	GBDTA10281-21
Melinda cognata	15D7EFDD901	Melinda cognata	ASILO538-17
Machimus cingulatus	15DC2911018	Machimus cingulatus	DTNHM4395-22
Dioctria baumhaueri	150E17C4849	Dioctria baumhaueri	ASRMA317-10
Pegomya mitis	15C115DEB9E	Delias cinerascens	GBMIN13372-13
Lasiomma octoguttatum	1453204594C	Lasiomma octoguttatum	CNBAC571-12
Cerodontha ircos	14943FA06EF	Cerodontha ircos	GMGMP5054-18
Megastigmus dorsalis	1414C600A9B	Megastigmus dorsalis	GBAH0924-06
Tetrastichus asparagi	15615C49B38	Tetrastichus asparagi	EW076-06
Tetrastichus ulmi	15DB5B8B379	Tetrastichus ulmi	BCHYM11596-15
Brachymeria minuta	13ED595D9D4	Brachymeria minuta	BCHYM11681-15
Brachymeria femorata	14B17FB0C30	Brachymeria femorata	BCHYM633-13
Aphelinus longicornis	13F13D01459	Aphelinus longicornis	BCHYM6852-15
Erpobdella testacea	14DB6B2C5A1	Erpobdella testacea	DTNHM1913-21
Osmia claviventris	144C8C49DC1	Osmia claviventris	TDAOE989-21
Nomada glabella	150DB19FAF5	Nomada glabella	ACUFI1342-14
Lasioglossum zonulum	14F47EFA4F2	Lasioglossum zonulum	BBHYL331-10
Hylaeus gibbus	141B9AD7CC5	Hylaeus gibbus	ABEE227-17
Epeolus marginatus	14C3C92EC09	Epeolus marginatus	BCHYM4578-14
Coelioxys afra	14FC1FF070A	Coelioxys afra	ABEE013-17
Anthidium strigatum	14B5C36CA51	Anthidium strigatum	GBACU341-12
Andrena anthrisci	15006ED5DB0	Andrena anthrisci	BCHYM19431-22
Andrena propinqua	159C5BFB563	Andrena propinqua	ABEE141-17
Tenthredopsis excisa	14714ABFF40	Tenthredopsis excisa	GBSYM1992-13
Pristiphora crassicornis	1412686EB7F	Pristiphora crassicornis	DTNHM10151-23
Nematus crassus	14A27CB869C	Nematus crassus	COLHH2615-19
Claremontia confusa	143C0E189D2	Claremontia confusa	BASYM3538-14
Ardis brunniventris	14BEE497DB7	Ardis brunniventris	GBAH2040-06
Sirex cyaneus	146F50DDB6E	Sirex cyaneus	CNBPI570-13
Syrphoctonus gracilentus	14E1B837745	Syrphoctonus gracilentus	GBMND19378-21
Syrphoctonus elegans	14264CDF348	Syrphoctonus elegans	BGLIB856-24
Syrphoctonus dimidiatus	13FF703C935	Syrphoctonus dimidiatus	BGLIB854-24
Pleolophus larvincola	14B21547A18	Pleolophus larvincola	BCHYM15752-17
Perilissus holmgreni	15166B3D07E	Perilissus holmgreni	COLHH2269-18
Perilissus erythrocephalus	153593E8B1B	Perilissus erythrocephalus	BCHYM14110-16
Hoplismenus axillatorius	14180148377	Hoplismenus axillatorius	BGLIB190-23
Cyclolabus pactor	152CD2F9AFF	Cyclolabus pactor	BBHYM144-09
Dyspetes praerogator	14E0C4AC8F0	Dyspetes praerogator	HYCNC1006-11
Cubocephalus lacteator	14E44DF72A8	Cubocephalus lacteator	GMBUB054-14
Cratichneumon fabricator	14B706465E5	Cratichneumon fabricator	FBIIA073-10
Gasteruption pedemontanum	1548AA29E22	Gasteruption pedemontanum	BGLIB921-24
Janus femoratus	148F784ECFE	Janus femoratus	BGLIB920-24
Cephus cultratus	14C5F57BED6	Cephus cultratus	BGLIB346-23
Apanteles victor	148DD8BB9E3	Coryphopterus kuna	ANGBF8835-12
Apanteles sicarius	13D8C70D2B5	Apanteles sicarius	BGLIB755-24
Apanteles infimus	140D13F508D	Apanteles infimus	BGLIB752-24
Apanteles corvinus	1504B9FF233	Apanteles corvinus	BGLIB747-24
Dolichogenidea candidata	14EBB4A839B	Dolichogenidea candidata	BCHYM7491-15
Apanteles breviventris	1522E718F59	Apanteles breviventris	BGLIB746-24
Apanteles bicolor	141932D7E16	Apanteles bicolor	BGLIB745-24
Arge clavicornis	1557C1FA612	Arge clavicornis	BASYM3322-14
Ribautodelphax angulosus	14B0E0BE58D	Ribautodelphax angulosus	BGENL2065-24
Ribautodelphax albostriatus	1426254F58C	Ribautodelphax albostriatus	BGENL2064-24
Megamelus notulus	14F9F191FE5	Megamelus notulus	GBMHH21039-19
Acanthodelphax spinosus	147AD73E2BC	Acanthodelphax spinosus	BGENL2053-24
Zygina roseipennis	150B4BF96BE	Zygina roseipennis	BGENL864-24
Planaphrodes trifasciatus	14F0D86E03B	Planaphrodes trifasciatus	BGENL1691-24
Jassargus distinguendus	14C50A1D998	Jassargus distinguendus	CNCHF868-12
Fagocyba douglasi	1467E62E769	Fagocyba douglasi	CNGIC171-12
Fagocyba cruenta	143D0ED7405	Fagocyba cruenta	VALM080-24
Empoasca solani	1525A517824	Empoasca solani	BGENL2012-24
Haematoloma dorsata	13DC76BD09E	Haematoloma dorsata	AHCNC251-13
Aphrophora costalis	14708651D7F	Aphrophora costalis	GBART10762-23
Platyarthrus hoffmannseggi	15A771A0CA9	Platyarthrus hoffmannseggi	DTNHM4741-22
Munna minuta	13E197F4BD7	Munna minuta	DECNB627-18
Jaera albifrons	147D0C50214	Jaera albifrons	BNSC096-10
Idotea baltica	14B101164CB	Idotea baltica	GBCM5006-17
Stigmatogaster subterranea	14E573C0C0E	Stigmatogaster subterranea	DTNHM4020-22
Oligolophus hansenii	FFFFFEEBFC85B724	Oligolophus hansenii	CNBRI375-14
Mitostoma chrysomelas	FFFFFEF0EF7B682B	Mitostoma chrysomelas	GBBSP1096-15
Phacelia minor	FFFFFEB5EEA44D1A	Phacelia minor	GBITS68492-21
Coloeus monedula	C38C35C137	Coloeus monedula	BISE106-07
Artemisia verlotiorum × vulgaris	123554FD653	Artemisia verlotiorum	GBITS9564-21
Rosa squarrosa	FFFFFF29378C240E	Anopheles deaneorum	GBDP12021-12
Pechipogo plumigeralis	FFFFFED942BD86ED	Pechipogo plumigeralis	DTNHM6458-23
Gymnadenia conopsea	83E4ADD725	Gymnadenia conopsea	GBITS9137-21
Rosa coriifolia	FFFFFEF474FF033B	Anopheles deaneorum	GBDP12021-12
Rosa coriifolia	FFFFFEFA52549311	Anopheles deaneorum	GBDP12021-12
Rosa afzeliana	FFFFFEF3F527B036	Anopheles deaneorum	GBDP12021-12
Rosa caesia	FFFFFEE3C2A3080F	Anopheles deaneorum	GBDP12021-12
Rosa reuteri	FFFFFEECF7F3DFC4	Anopheles deaneorum	GBDP12021-12
Rosa dumalis	FFFFFEEADC52C5AE	Anopheles deaneorum	GBDP12021-12
Rosa caesia × canina of corymbifera	FFFFFEF0C5C7C489	Anopheles deaneorum	GBDP12021-12
Phloeopora teres	FFFFFE2B1E67C32E	Phloeopora teres	FBCOA434-10
Carex acutiformis × rostrata	FFFFFEBFCE673D42	Carex acutiformis	CYPAF149-11
Carex demissa × flava	BA397FC57B	Carex demissa	FBPL1440-13
Carex flava × oederi subsp. oedocarpa	C8F6CBF738	Carex flava	BPNP028-08
Anthrenus vorax	D7FA70F6D7	Anthrenus vorax	CSP075-09
Polysiphonia fibrillosa	11E529246EF	Polysiphonia fibrillosa	GBRED823-13
Monomorium dichroum	FFFFFED7F96D561F	Monomorium dichroum	ASAMI149-07
